ticket_id,subject,body,category,priority,sentiment,created_at,customer_tier,channel,text
TKT-5948,[Feature Request] Issue with dashboard - Ticket #5948,"Hi support team, I'm experiencing an issue with dashboard. We need the ability to customize email templates for different user segments. Please help resolve this as soon as possible.

Account ID: ACC-89833
Environment: Development",Feature Request,Low,Neutral,2024-11-27,Free,Web Portal,"[Feature Request] Issue with dashboard - Ticket #5948 Hi support team, I'm experiencing an issue with dashboard. We need the ability to customize email templates for different user segments. Please help resolve this as soon as possible.

Account ID: ACC-89833
Environment: Development"
TKT-5949,[General Inquiry] Issue with documentation - Ticket #5949,"Hi there, Can you clarify the data privacy policy for EU customers? The issue is related to documentation. Thanks for your help.",General Inquiry,Low,Neutral,2024-09-11,Free,Web Portal,"[General Inquiry] Issue with documentation - Ticket #5949 Hi there, Can you clarify the data privacy policy for EU customers? The issue is related to documentation. Thanks for your help."
TKT-5950,[Service Outage] Issue with maintenance - Ticket #5950,"Hi support team, I'm experiencing an issue with maintenance. SLA breach. Database cluster is in read-only mode, preventing any writes. Please help resolve this as soon as possible.",Service Outage,High,Negative,2024-11-21,Free,Email,"[Service Outage] Issue with maintenance - Ticket #5950 Hi support team, I'm experiencing an issue with maintenance. SLA breach. Database cluster is in read-only mode, preventing any writes. Please help resolve this as soon as possible."
TKT-5951,[Account & Access] Issue with MFA - Ticket #5951,"Hello, I need assistance with MFA. There was suspicious login activity from an unknown IP address. Can someone look into this?
Environment: Development",Account & Access,Medium,Negative,2024-06-24,Free,Chat,"[Account & Access] Issue with MFA - Ticket #5951 Hello, I need assistance with MFA. There was suspicious login activity from an unknown IP address. Can someone look into this?
Environment: Development"
TKT-5952,[Feature Request] Issue with template - Ticket #5952,"Hi there, We'd like to see a mobile-responsive dashboard for on-the-go monitoring. The issue is related to template. Thanks for your help.

Account ID: ACC-42758",Feature Request,Low,Neutral,2024-04-19,Basic,Web Portal,"[Feature Request] Issue with template - Ticket #5952 Hi there, We'd like to see a mobile-responsive dashboard for on-the-go monitoring. The issue is related to template. Thanks for your help.

Account ID: ACC-42758"
TKT-5953,[Service Outage] Issue with unavailable - Ticket #5953,"Hi support team, I'm experiencing an issue with unavailable. Our production environment is completely unavailable since 2 AM. Please help resolve this as soon as possible.

Account ID: ACC-17931",Service Outage,Medium,Neutral,2024-02-14,Enterprise,Phone,"[Service Outage] Issue with unavailable - Ticket #5953 Hi support team, I'm experiencing an issue with unavailable. Our production environment is completely unavailable since 2 AM. Please help resolve this as soon as possible.

Account ID: ACC-17931"
TKT-5954,[Billing & Payments] Issue with billing - Ticket #5954,[billing] The payment gateway rejected our card despite sufficient funds. Need immediate attention on this matter.,Billing & Payments,Medium,Neutral,2024-02-17,Pro,Phone,[Billing & Payments] Issue with billing - Ticket #5954 [billing] The payment gateway rejected our card despite sufficient funds. Need immediate attention on this matter.
TKT-5955,[Technical Issue] Issue with error - Ticket #5955,"Hi there, Third-party integration with payment gateway is returning invalid responses. The issue is related to error. Thanks for your help.",Technical Issue,Medium,Neutral,2024-09-08,Basic,Phone,"[Technical Issue] Issue with error - Ticket #5955 Hi there, Third-party integration with payment gateway is returning invalid responses. The issue is related to error. Thanks for your help."
TKT-5956,[Billing & Payments] Issue with charge - Ticket #5956,"Incident: charge - Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Impact: Multiple users affected.
Environment: Development",Billing & Payments,Low,Positive,2024-08-09,Basic,Web Portal,"[Billing & Payments] Issue with charge - Ticket #5956 Incident: charge - Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Impact: Multiple users affected.
Environment: Development"
TKT-5957,[Technical Issue] Issue with deployment - Ticket #5957,"URGENT: deployment problem detected. revenue impact. Third-party integration with payment gateway is returning invalid responses. This is affecting our operations.

Account ID: ACC-81691",Technical Issue,High,Negative,2024-01-29,Basic,Phone,"[Technical Issue] Issue with deployment - Ticket #5957 URGENT: deployment problem detected. revenue impact. Third-party integration with payment gateway is returning invalid responses. This is affecting our operations.

Account ID: ACC-81691"
TKT-5958,[Account & Access] Issue with admin - Ticket #5958,"Dear Support, I forgot my password and the reset email is not arriving. This involves admin. Looking forward to a quick resolution.

Account ID: ACC-73727
Environment: Production",Account & Access,High,Negative,2024-10-26,Basic,Chat,"[Account & Access] Issue with admin - Ticket #5958 Dear Support, I forgot my password and the reset email is not arriving. This involves admin. Looking forward to a quick resolution.

Account ID: ACC-73727
Environment: Production"
TKT-5959,[Billing & Payments] Issue with charge - Ticket #5959,"[charge] We were charged twice for the same invoice #INV-2024-001 on our credit card. Need immediate attention on this matter.
Environment: Staging",Billing & Payments,Medium,Neutral,2024-05-18,Free,Email,"[Billing & Payments] Issue with charge - Ticket #5959 [charge] We were charged twice for the same invoice #INV-2024-001 on our credit card. Need immediate attention on this matter.
Environment: Staging"
TKT-5960,[Feature Request] Issue with customize - Ticket #5960,URGENT: customize problem detected. Can you implement role-based access control with custom permissions? This is affecting our operations.,Feature Request,Low,Neutral,2024-05-15,Basic,Email,[Feature Request] Issue with customize - Ticket #5960 URGENT: customize problem detected. Can you implement role-based access control with custom permissions? This is affecting our operations.
TKT-5961,[Technical Issue] Issue with timeout - Ticket #5961,Incident: timeout - Memory usage spikes to 95% and the server becomes unresponsive. Impact: Multiple users affected.,Technical Issue,High,Very Negative,2024-10-18,Free,Email,[Technical Issue] Issue with timeout - Ticket #5961 Incident: timeout - Memory usage spikes to 95% and the server becomes unresponsive. Impact: Multiple users affected.
TKT-5962,[Account & Access] Issue with login - Ticket #5962,"Hello, I need assistance with login. OAuth token expired and re-authentication loop keeps failing. Can someone look into this?
Environment: Staging",Account & Access,Medium,Neutral,2024-01-06,Free,Web Portal,"[Account & Access] Issue with login - Ticket #5962 Hello, I need assistance with login. OAuth token expired and re-authentication loop keeps failing. Can someone look into this?
Environment: Staging"
TKT-5963,[Technical Issue] Issue with slow - Ticket #5963,"Problem Report: slow failure. Search functionality returns incorrect results after the recent update. Please escalate if needed.

Account ID: ACC-74687
Environment: Production",Technical Issue,Medium,Negative,2024-10-11,Basic,Email,"[Technical Issue] Issue with slow - Ticket #5963 Problem Report: slow failure. Search functionality returns incorrect results after the recent update. Please escalate if needed.

Account ID: ACC-74687
Environment: Production"
TKT-5964,[Billing & Payments] Issue with billing - Ticket #5964,Help needed: billing not functioning correctly. We were charged twice for the same invoice #INV-2024-001 on our credit card.,Billing & Payments,Medium,Neutral,2024-07-25,Basic,Web Portal,[Billing & Payments] Issue with billing - Ticket #5964 Help needed: billing not functioning correctly. We were charged twice for the same invoice #INV-2024-001 on our credit card.
TKT-5965,[Billing & Payments] Issue with charge - Ticket #5965,"Help needed: charge not functioning correctly. We were charged twice for the same invoice #INV-2024-001 on our credit card.

Account ID: ACC-99365",Billing & Payments,Low,Neutral,2024-06-21,Basic,Web Portal,"[Billing & Payments] Issue with charge - Ticket #5965 Help needed: charge not functioning correctly. We were charged twice for the same invoice #INV-2024-001 on our credit card.

Account ID: ACC-99365"
